iso3,category,subject,is_africa,grade_numeric,income_level,income_level_code,Region_Code,Region,n_readskill,n_numbskill,proficiency_rate,n,grade_stage,proficiency_loess_span1
AFG,fourth,numeracy,FALSE,3,Low income,LIC,UNICEF_SA,South Asia,165,164,13.9897989766054,164,Primary (Grades 1-3),21.732926645973205
AFG,fourth,numeracy,FALSE,4,Low income,LIC,UNICEF_SA,South Asia,196,196,32.4960194102059,196,Upper Primary (Grades 4-6),30.072019866681167
AFG,fourth,numeracy,FALSE,5,Low income,LIC,UNICEF_SA,South Asia,136,134,37.5058855961433,134,Upper Primary (Grades 4-6),39.15967041342759
AFG,fourth,numeracy,FALSE,6,Low income,LIC,UNICEF_SA,South Asia,109,109,52.9740565198013,109,Upper Primary (Grades 4-6),50.49009380074816
AFG,fourth,numeracy,FALSE,7,Low income,LIC,UNICEF_SA,South Asia,83,83,54.68843757401311,83,Lower Secondary (Grades 7-9),57.67406339630915
AFG,fourth,numeracy,FALSE,8,Low income,LIC,UNICEF_SA,South Asia,11,11,72.3010633711661,11,Lower Secondary (Grades 7-9),61.23174740493469
AFG,fourth,numeracy,FALSE,9,Low income,LIC,UNICEF_SA,South Asia,23,22,55.436470581082794,22,Lower Secondary (Grades 7-9),61.22511307701513
AFG,fourth,reading,FALSE,1,Low income,LIC,UNICEF_SA,South Asia,182,182,1.39307814133782,182,Primary (Grades 1-3),3.270208277529523
AFG,fourth,reading,FALSE,2,Low income,LIC,UNICEF_SA,South Asia,193,192,15.0565253359776,193,Primary (Grades 1-3),10.992006002353488
AFG,fourth,reading,FALSE,3,Low income,LIC,UNICEF_SA,South Asia,165,164,16.9792829091812,165,Primary (Grades 1-3),19.193128440740846
AFG,fourth,reading,FALSE,4,Low income,LIC,UNICEF_SA,South Asia,196,196,29.578462712883102,196,Upper Primary (Grades 4-6),27.796610177974177
AFG,fourth,reading,FALSE,5,Low income,LIC,UNICEF_SA,South Asia,136,134,35.048399111878695,136,Upper Primary (Grades 4-6),36.70781878802421
AFG,fourth,reading,FALSE,6,Low income,LIC,UNICEF_SA,South Asia,109,109,51.298827167819404,109,Upper Primary (Grades 4-6),49.51136694475714
AFG,fourth,reading,FALSE,7,Low income,LIC,UNICEF_SA,South Asia,83,83,54.008438533179,83,Lower Secondary (Grades 7-9),59.48157098968258
AFG,fourth,reading,FALSE,8,Low income,LIC,UNICEF_SA,South Asia,11,11,83.3146872085314,11,Lower Secondary (Grades 7-9),66.85677128473502
AFG,fourth,reading,FALSE,9,Low income,LIC,UNICEF_SA,South Asia,23,22,63.646612540598404,23,Lower Secondary (Grades 7-9),71.830067107072
AFG,male,numeracy,FALSE,1,Low income,LIC,UNICEF_SA,South Asia,506,506,3.2540651944408796,506,Primary (Grades 1-3),3.0643093111356663
AFG,male,numeracy,FALSE,2,Low income,LIC,UNICEF_SA,South Asia,504,504,15.3011606602723,504,Primary (Grades 1-3),15.053116369634287
AFG,male,numeracy,FALSE,3,Low income,LIC,UNICEF_SA,South Asia,432,429,24.476212822607298,429,Primary (Grades 1-3),26.04693381218922
AFG,male,numeracy,FALSE,4,Low income,LIC,UNICEF_SA,South Asia,419,419,37.2974639117692,419,Upper Primary (Grades 4-6),36.003484230807274
AFG,male,numeracy,FALSE,5,Low income,LIC,UNICEF_SA,South Asia,340,340,43.5852699062585,340,Upper Primary (Grades 4-6),45.19800401132852
AFG,male,numeracy,FALSE,6,Low income,LIC,UNICEF_SA,South Asia,313,312,53.347084850134294,312,Upper Primary (Grades 4-6),53.307359152469076
AFG,male,numeracy,FALSE,7,Low income,LIC,UNICEF_SA,South Asia,247,246,59.23579193506821,246,Lower Secondary (Grades 7-9),56.73707350413702
AFG,male,numeracy,FALSE,8,Low income,LIC,UNICEF_SA,South Asia,37,37,59.10241393237,37,Lower Secondary (Grades 7-9),56.16067626367457
AFG,male,numeracy,FALSE,9,Low income,LIC,UNICEF_SA,South Asia,55,54,49.0548557617248,54,Lower Secondary (Grades 7-9),51.43050077719941
AFG,male,reading,FALSE,1,Low income,LIC,UNICEF_SA,South Asia,506,506,2.21192000501336,506,Primary (Grades 1-3),2.0244413577181297
AFG,male,reading,FALSE,2,Low income,LIC,UNICEF_SA,South Asia,504,504,10.910978759861301,504,Primary (Grades 1-3),9.335398681078646
AFG,male,reading,FALSE,3,Low income,LIC,UNICEF_SA,South Asia,432,429,13.2112480741288,432,Primary (Grades 1-3),17.419793821695908
AFG,male,reading,FALSE,4,Low income,LIC,UNICEF_SA,South Asia,419,419,27.2940920471404,419,Upper Primary (Grades 4-6),26.08166140861659
AFG,male,reading,FALSE,5,Low income,LIC,UNICEF_SA,South Asia,340,340,31.116540802609098,340,Upper Primary (Grades 4-6),36.25460595543237
AFG,male,reading,FALSE,6,Low income,LIC,UNICEF_SA,South Asia,313,312,48.9409149066302,313,Upper Primary (Grades 4-6),43.16610126299412
AFG,male,reading,FALSE,7,Low income,LIC,UNICEF_SA,South Asia,247,246,52.258951901272596,247,Lower Secondary (Grades 7-9),47.570924428378575
AFG,male,reading,FALSE,8,Low income,LIC,UNICEF_SA,South Asia,37,37,39.476640492849604,37,Lower Secondary (Grades 7-9),50.03362711813874
AFG,male,reading,FALSE,9,Low income,LIC,UNICEF_SA,South Asia,55,54,54.5396539515858,55,Lower Secondary (Grades 7-9),50.14190965516454
AFG,middle,numeracy,FALSE,1,Low income,LIC,UNICEF_SA,South Asia,209,209,1.56722914308672,209,Primary (Grades 1-3),0.4569773721392245
AFG,middle,numeracy,FALSE,2,Low income,LIC,UNICEF_SA,South Asia,206,206,9.29393673018694,206,Primary (Grades 1-3),9.788701510431727
AFG,middle,numeracy,FALSE,3,Low income,LIC,UNICEF_SA,South Asia,180,178,15.5715163438643,178,Primary (Grades 1-3),19.499602704339488
AFG,middle,numeracy,FALSE,4,Low income,LIC,UNICEF_SA,South Asia,163,163,32.6137506805932,163,Upper Primary (Grades 4-6),29.48331022641435
AFG,middle,numeracy,FALSE,5,Low income,LIC,UNICEF_SA,South Asia,133,133,38.465972368346,133,Upper Primary (Grades 4-6),40.40968872792405
AFG,middle,numeracy,FALSE,6,Low income,LIC,UNICEF_SA,South Asia,107,107,49.4808181951352,107,Upper Primary (Grades 4-6),49.42086942986754
AFG,middle,numeracy,FALSE,7,Low income,LIC,UNICEF_SA,South Asia,75,73,59.4323005977877,73,Lower Secondary (Grades 7-9),56.60412462811435
AFG,middle,numeracy,FALSE,8,Low income,LIC,UNICEF_SA,South Asia,17,17,59.432839479216305,17,Lower Secondary (Grades 7-9),62.30863063549656
AFG,middle,numeracy,FALSE,9,Low income,LIC,UNICEF_SA,South Asia,13,13,67.31743169354431,13,Lower Secondary (Grades 7-9),66.40078786610957
AFG,middle,reading,FALSE,1,Low income,LIC,UNICEF_SA,South Asia,209,209,1.34573137492714,209,Primary (Grades 1-3),1.4570372173330346
AFG,middle,reading,FALSE,2,Low income,LIC,UNICEF_SA,South Asia,206,206,10.6842995801847,206,Primary (Grades 1-3),6.8249057720451365
AFG,middle,reading,FALSE,3,Low income,LIC,UNICEF_SA,South Asia,180,178,5.10560134724841,180,Primary (Grades 1-3),13.612075775078104
AFG,middle,reading,FALSE,4,Low income,LIC,UNICEF_SA,South Asia,163,163,24.3617225793777,163,Upper Primary (Grades 4-6),21.4627214319071
AFG,middle,reading,FALSE,5,Low income,LIC,UNICEF_SA,South Asia,133,133,26.6571694272271,133,Upper Primary (Grades 4-6),31.93815215231459
AFG,middle,reading,FALSE,6,Low income,LIC,UNICEF_SA,South Asia,107,107,42.8989966452395,107,Upper Primary (Grades 4-6),36.46588059708229
AFG,middle,reading,FALSE,7,Low income,LIC,UNICEF_SA,South Asia,75,73,49.9123932116722,75,Lower Secondary (Grades 7-9),43.318029759979
AFG,middle,reading,FALSE,8,Low income,LIC,UNICEF_SA,South Asia,17,17,26.6005267549582,17,Lower Secondary (Grades 7-9),52.4755687511572
AFG,middle,reading,FALSE,9,Low income,LIC,UNICEF_SA,South Asia,13,13,76.1892418686835,13,Lower Secondary (Grades 7-9),63.471647612097705
AFG,poorest,numeracy,FALSE,1,Low income,LIC,UNICEF_SA,South Asia,187,187,1.17617186009251,187,Primary (Grades 1-3),2.0149203669934344
AFG,poorest,numeracy,FALSE,2,Low income,LIC,UNICEF_SA,South Asia,146,146,1.68837909182298,146,Primary (Grades 1-3),2.5631868937507694
AFG,poorest,numeracy,FALSE,3,Low income,LIC,UNICEF_SA,South Asia,110,110,10.5753797605685,110,Primary (Grades 1-3),6.382161978778315
AFG,poorest,numeracy,FALSE,4,Low income,LIC,UNICEF_SA,South Asia,78,78,17.4104449606447,78,Upper Primary (Grades 4-6),13.76109577223512
AFG,poorest,numeracy,FALSE,5,Low income,LIC,UNICEF_SA,South Asia,68,68,14.069380088573,68,Upper Primary (Grades 4-6),23.774181917572612
AFG,poorest,numeracy,FALSE,6,Low income,LIC,UNICEF_SA,South Asia,51,51,50.52052661512501,51,Upper Primary (Grades 4-6),42.48731821384803
AFG,poorest,numeracy,FALSE,7,Low income,LIC,UNICEF_SA,South Asia,21,21,51.9132113589044,21,Lower Secondary (Grades 7-9),59.81789886448538
AFG,poorest,numeracy,FALSE,8,Low income,LIC,UNICEF_SA,South Asia,2,2,100,2,Lower Secondary (Grades 7-9),76.16276996850769
AFG,poorest,numeracy,FALSE,9,Low income,LIC,UNICEF_SA,South Asia,4,4,79.3329128529468,4,Lower Secondary (Grades 7-9),91.60416230431744
AFG,poorest,reading,FALSE,1,Low income,LIC,UNICEF_SA,South Asia,187,187,0,187,Primary (Grades 1-3),0.14981063584961873
AFG,poorest,reading,FALSE,2,Low income,LIC,UNICEF_SA,South Asia,146,146,0.442136568982955,146,Primary (Grades 1-3),1.2106431846284487
AFG,poorest,reading,FALSE,3,Low income,LIC,UNICEF_SA,South Asia,110,110,6.27897938180888,110,Primary (Grades 1-3),4.424279910162847
AFG,poorest,reading,FALSE,4,Low income,LIC,UNICEF_SA,South Asia,78,78,11.3467478043507,78,Upper Primary (Grades 4-6),9.875400923104593
AFG,poorest,reading,FALSE,5,Low income,LIC,UNICEF_SA,South Asia,68,68,16.723457513193498,68,Upper Primary (Grades 4-6),16.644944861048106
AFG,poorest,reading,FALSE,6,Low income,LIC,UNICEF_SA,South Asia,51,51,34.8163216106043,51,Upper Primary (Grades 4-6),30.70949343658247
AFG,poorest,reading,FALSE,7,Low income,LIC,UNICEF_SA,South Asia,21,21,27.3123125897218,21,Lower Secondary (Grades 7-9),48.62580565389405
AFG,poorest,reading,FALSE,8,Low income,LIC,UNICEF_SA,South Asia,2,2,100,2,Lower Secondary (Grades 7-9),68.74044771033284
AFG,poorest,reading,FALSE,9,Low income,LIC,UNICEF_SA,South Asia,4,4,79.3329128529468,4,Lower Secondary (Grades 7-9),91.99227545262399
AFG,richest,numeracy,FALSE,1,Low income,LIC,UNICEF_SA,South Asia,110,110,5.8069107201091095,110,Primary (Grades 1-3),5.642191752789742
AFG,richest,numeracy,FALSE,2,Low income,LIC,UNICEF_SA,South Asia,140,140,23.3856640225474,140,Primary (Grades 1-3),24.587235125099404
AFG,richest,numeracy,FALSE,3,Low income,LIC,UNICEF_SA,South Asia,145,145,41.73053616593,145,Primary (Grades 1-3),39.723566736834954
AFG,richest,numeracy,FALSE,4,Low income,LIC,UNICEF_SA,South Asia,116,116,51.801860179403306,116,Upper Primary (Grades 4-6),51.164799050815446
AFG,richest,numeracy,FALSE,5,Low income,LIC,UNICEF_SA,South Asia,122,122,51.4826094345519,122,Upper Primary (Grades 4-6),58.95433866153692
AFG,richest,numeracy,FALSE,6,Low income,LIC,UNICEF_SA,South Asia,125,124,67.8958574545768,124,Upper Primary (Grades 4-6),59.64388764201671
AFG,richest,numeracy,FALSE,7,Low income,LIC,UNICEF_SA,South Asia,78,78,63.0549148609439,78,Lower Secondary (Grades 7-9),59.987514008020455
AFG,richest,numeracy,FALSE,8,Low income,LIC,UNICEF_SA,South Asia,7,7,40.8773835373632,7,Lower Secondary (Grades 7-9),59.6527181832264
AFG,richest,numeracy,FALSE,9,Low income,LIC,UNICEF_SA,South Asia,19,19,67.6659217223557,19,Lower Secondary (Grades 7-9),58.25690894819988
AFG,richest,reading,FALSE,1,Low income,LIC,UNICEF_SA,South Asia,110,110,5.8565000014341795,110,Primary (Grades 1-3),6.335290897995208
AFG,richest,reading,FALSE,2,Low income,LIC,UNICEF_SA,South Asia,140,140,19.7583080067179,140,Primary (Grades 1-3),18.844973736862414
AFG,richest,reading,FALSE,3,Low income,LIC,UNICEF_SA,South Asia,145,145,31.2106056891582,145,Primary (Grades 1-3),30.787262150225203
AFG,richest,reading,FALSE,4,Low income,LIC,UNICEF_SA,South Asia,116,116,41.4569135003785,116,Upper Primary (Grades 4-6),42.131705498380924
AFG,richest,reading,FALSE,5,Low income,LIC,UNICEF_SA,South Asia,122,122,43.032696096087406,122,Upper Primary (Grades 4-6),53.3365638308573
AFG,richest,reading,FALSE,6,Low income,LIC,UNICEF_SA,South Asia,125,124,72.6068657319347,125,Upper Primary (Grades 4-6),60.46310267277299
AFG,richest,reading,FALSE,7,Low income,LIC,UNICEF_SA,South Asia,78,78,68.7234475770405,78,Lower Secondary (Grades 7-9),63.353027305481426
AFG,richest,reading,FALSE,8,Low income,LIC,UNICEF_SA,South Asia,7,7,49.229494141693195,7,Lower Secondary (Grades 7-9),62.77514529605349
AFG,richest,reading,FALSE,9,Low income,LIC,UNICEF_SA,South Asia,19,19,63.490477273315804,19,Lower Secondary (Grades 7-9),58.05690316420717
AFG,rural,numeracy,FALSE,1,Low income,LIC,UNICEF_SA,South Asia,752,752,2.1965364926582702,752,Primary (Grades 1-3),1.817660758322936
AFG,rural,numeracy,FALSE,2,Low income,LIC,UNICEF_SA,South Asia,718,718,11.7730932116732,718,Primary (Grades 1-3),11.531437267521607
AFG,rural,numeracy,FALSE,3,Low income,LIC,UNICEF_SA,South Asia,586,584,18.9485369542058,584,Primary (Grades 1-3),20.683373354310255
AFG,rural,numeracy,FALSE,4,Low income,LIC,UNICEF_SA,South Asia,506,506,28.466143290440797,506,Upper Primary (Grades 4-6),29.161275482352238
AFG,rural,numeracy,FALSE,5,Low income,LIC,UNICEF_SA,South Asia,411,411,39.007532886240796,411,Upper Primary (Grades 4-6),37.30555045988274
AFG,rural,numeracy,FALSE,6,Low income,LIC,UNICEF_SA,South Asia,351,351,42.6998912857123,351,Upper Primary (Grades 4-6),43.32958634396306
AFG,rural,numeracy,FALSE,7,Low income,LIC,UNICEF_SA,South Asia,229,227,49.2722988648574,227,Lower Secondary (Grades 7-9),48.790562449667064
AFG,rural,numeracy,FALSE,8,Low income,LIC,UNICEF_SA,South Asia,35,35,50.384702128872206,35,Lower Secondary (Grades 7-9),53.59608374411903
AFG,rural,numeracy,FALSE,9,Low income,LIC,UNICEF_SA,South Asia,48,47,59.523383381734796,47,Lower Secondary (Grades 7-9),57.752423888249176
AFG,rural,reading,FALSE,1,Low income,LIC,UNICEF_SA,South Asia,752,752,1.5541249759845202,752,Primary (Grades 1-3),1.6245202262403362
AFG,rural,reading,FALSE,2,Low income,LIC,UNICEF_SA,South Asia,718,718,8.183913378328379,718,Primary (Grades 1-3),7.8817015527073915
AFG,rural,reading,FALSE,3,Low income,LIC,UNICEF_SA,South Asia,586,584,14.507838455834,586,Primary (Grades 1-3),14.659989140026292
AFG,rural,reading,FALSE,4,Low income,LIC,UNICEF_SA,South Asia,506,506,21.3037250816372,506,Upper Primary (Grades 4-6),21.926662544243676
AFG,rural,reading,FALSE,5,Low income,LIC,UNICEF_SA,South Asia,411,411,29.0198740198837,411,Upper Primary (Grades 4-6),29.79335618343034
AFG,rural,reading,FALSE,6,Low income,LIC,UNICEF_SA,South Asia,351,351,39.0516148753399,351,Upper Primary (Grades 4-6),37.22648973164556
AFG,rural,reading,FALSE,7,Low income,LIC,UNICEF_SA,South Asia,229,227,45.7005589195243,229,Lower Secondary (Grades 7-9),45.43273333251676
AFG,rural,reading,FALSE,8,Low income,LIC,UNICEF_SA,South Asia,35,35,50.76019070425129,35,Lower Secondary (Grades 7-9),54.344857394717955
AFG,rural,reading,FALSE,9,Low income,LIC,UNICEF_SA,South Asia,48,47,65.7519041048504,48,Lower Secondary (Grades 7-9),63.89665382874368
AFG,second,numeracy,FALSE,1,Low income,LIC,UNICEF_SA,South Asia,229,229,2.30301729090461,229,Primary (Grades 1-3),1.5605995631043448
AFG,second,numeracy,FALSE,2,Low income,LIC,UNICEF_SA,South Asia,223,223,5.82032388404041,223,Primary (Grades 1-3),7.642993125101203
AFG,second,numeracy,FALSE,3,Low income,LIC,UNICEF_SA,South Asia,151,151,15.753231964953399,151,Primary (Grades 1-3),14.260049477937903
AFG,second,numeracy,FALSE,4,Low income,LIC,UNICEF_SA,South Asia,116,116,19.6816950262593,116,Upper Primary (Grades 4-6),21.450906673662715
AFG,second,numeracy,FALSE,5,Low income,LIC,UNICEF_SA,South Asia,101,101,34.336918722734296,101,Upper Primary (Grades 4-6),28.994530414386062
AFG,second,numeracy,FALSE,6,Low income,LIC,UNICEF_SA,South Asia,79,79,32.0878886810379,79,Upper Primary (Grades 4-6),41.27217342550039
AFG,second,numeracy,FALSE,7,Low income,LIC,UNICEF_SA,South Asia,57,57,48.4617684490264,57,Lower Secondary (Grades 7-9),44.17142638401427
AFG,second,numeracy,FALSE,8,Low income,LIC,UNICEF_SA,South Asia,5,5,62.03255518798429,5,Lower Secondary (Grades 7-9),39.51370609046315
AFG,second,numeracy,FALSE,9,Low income,LIC,UNICEF_SA,South Asia,6,6,13.7689683576145,6,Lower Secondary (Grades 7-9),27.27164898776215
AFG,second,reading,FALSE,1,Low income,LIC,UNICEF_SA,South Asia,229,229,1.73175569162139,229,Primary (Grades 1-3),1.1803602168906613
AFG,second,reading,FALSE,2,Low income,LIC,UNICEF_SA,South Asia,223,223,4.29788198674101,223,Primary (Grades 1-3),4.76373720064598
AFG,second,reading,FALSE,3,Low income,LIC,UNICEF_SA,South Asia,151,151,7.89825977715871,151,Primary (Grades 1-3),9.190409121800613
AFG,second,reading,FALSE,4,Low income,LIC,UNICEF_SA,South Asia,116,116,14.590206920301,116,Upper Primary (Grades 4-6),14.432117628644837
AFG,second,reading,FALSE,5,Low income,LIC,UNICEF_SA,South Asia,101,101,24.9301836268367,101,Upper Primary (Grades 4-6),20.7150450465602
AFG,second,reading,FALSE,6,Low income,LIC,UNICEF_SA,South Asia,79,79,20.3279974927147,79,Upper Primary (Grades 4-6),28.906011180343178
AFG,second,reading,FALSE,7,Low income,LIC,UNICEF_SA,South Asia,57,57,40.7099590580102,57,Lower Secondary (Grades 7-9),32.91797974105432
AFG,second,reading,FALSE,8,Low income,LIC,UNICEF_SA,South Asia,5,5,38.824983708792,5,Lower Secondary (Grades 7-9),34.05806005997262
AFG,second,reading,FALSE,9,Low income,LIC,UNICEF_SA,South Asia,6,6,27.9697671178605,6,Lower Secondary (Grades 7-9),32.16501370379552
AFG,urban,numeracy,FALSE,1,Low income,LIC,UNICEF_SA,South Asia,165,165,3.4781608480053396,165,Primary (Grades 1-3),4.705791148855961
AFG,urban,numeracy,FALSE,2,Low income,LIC,UNICEF_SA,South Asia,190,189,18.842416619031297,189,Primary (Grades 1-3),17.054095001164367
AFG,urban,numeracy,FALSE,3,Low income,LIC,UNICEF_SA,South Asia,165,164,28.622027580599603,164,Primary (Grades 1-3),28.83738877358821
AFG,urban,numeracy,FALSE,4,Low income,LIC,UNICEF_SA,South Asia,163,163,44.6234861137544,163,Upper Primary (Grades 4-6),40.15038975924095
AFG,urban,numeracy,FALSE,5,Low income,LIC,UNICEF_SA,South Asia,149,147,38.2644723268264,147,Upper Primary (Grades 4-6),50.996623700344216
AFG,urban,numeracy,FALSE,6,Low income,LIC,UNICEF_SA,South Asia,120,119,73.2173298543633,119,Upper Primary (Grades 4-6),62.73495640872765
AFG,urban,numeracy,FALSE,7,Low income,LIC,UNICEF_SA,South Asia,85,85,68.0654192605428,85,Lower Secondary (Grades 7-9),67.59140741185837
AFG,urban,numeracy,FALSE,8,Low income,LIC,UNICEF_SA,South Asia,7,7,74.09303029817221,7,Lower Secondary (Grades 7-9),66.63582476099909
AFG,urban,numeracy,FALSE,9,Low income,LIC,UNICEF_SA,South Asia,17,17,54.23150914691411,17,Lower Secondary (Grades 7-9),59.468303837823726
AFG,urban,reading,FALSE,1,Low income,LIC,UNICEF_SA,South Asia,165,165,2.9876905401945,165,Primary (Grades 1-3),3.3578012385415335
AFG,urban,reading,FALSE,2,Low income,LIC,UNICEF_SA,South Asia,190,189,18.2802939109849,190,Primary (Grades 1-3),14.216256483545965
AFG,urban,reading,FALSE,3,Low income,LIC,UNICEF_SA,South Asia,165,164,18.326590509857297,165,Primary (Grades 1-3),25.712272922298432
AFG,urban,reading,FALSE,4,Low income,LIC,UNICEF_SA,South Asia,163,163,39.4104352348065,163,Upper Primary (Grades 4-6),37.486758878541465
AFG,urban,reading,FALSE,5,Low income,LIC,UNICEF_SA,South Asia,149,147,38.6904082550095,149,Upper Primary (Grades 4-6),51.29006836633274
AFG,urban,reading,FALSE,6,Low income,LIC,UNICEF_SA,South Asia,120,119,72.26766754881059,120,Upper Primary (Grades 4-6),58.025666964327826
AFG,urban,reading,FALSE,7,Low income,LIC,UNICEF_SA,South Asia,85,85,68.4050057236269,85,Lower Secondary (Grades 7-9),58.34764786477892
AFG,urban,reading,FALSE,8,Low income,LIC,UNICEF_SA,South Asia,7,7,31.2131287280338,7,Lower Secondary (Grades 7-9),53.56554797839607
AFG,urban,reading,FALSE,9,Low income,LIC,UNICEF_SA,South Asia,17,17,51.840253702563096,17,Lower Secondary (Grades 7-9),42.72555152919468
AZE,All,numeracy,FALSE,1,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,178,178,45.3107916623712,178,Primary (Grades 1-3),45.759444624956245
