iso3,is_africa,year,grade_band,category,income_level,income_level_code,Region_Code,Region,subject,proficiency_rate,n
AFG,FALSE,2022,Other,Second,Low income,LIC,UNICEF_SA,South Asia,numeracy,23.8356854893104,32
AFG,FALSE,2022,not in school current year,Middle,Low income,LIC,UNICEF_SA,South Asia,reading,3.8728801901432797,1356
AFG,FALSE,2022,not in school current year,Middle,Low income,LIC,UNICEF_SA,South Asia,numeracy,5.86819786737518,1355
AFG,FALSE,2022,Primary (1-3),Middle,Low income,LIC,UNICEF_SA,South Asia,reading,5.9395774426073,595
AFG,FALSE,2022,Primary (1-3),Middle,Low income,LIC,UNICEF_SA,South Asia,numeracy,8.21702349802277,593
AFG,FALSE,2022,Upper Primary (4-6),Middle,Low income,LIC,UNICEF_SA,South Asia,reading,29.6590797707393,403
AFG,FALSE,2022,Upper Primary (4-6),Middle,Low income,LIC,UNICEF_SA,South Asia,numeracy,38.7550488521561,403
AFG,FALSE,2022,Lower Secondary (7-9),Middle,Low income,LIC,UNICEF_SA,South Asia,reading,47.89873524784,105
AFG,FALSE,2022,Lower Secondary (7-9),Middle,Low income,LIC,UNICEF_SA,South Asia,numeracy,60.5131290941146,103
AFG,FALSE,2022,Other,Middle,Low income,LIC,UNICEF_SA,South Asia,reading,29.448157635803202,31
AFG,FALSE,2022,Other,Middle,Low income,LIC,UNICEF_SA,South Asia,numeracy,33.597091921206804,31
AFG,FALSE,2022,not in school current year,Fourth,Low income,LIC,UNICEF_SA,South Asia,reading,8.969559776090701,805
AFG,FALSE,2022,not in school current year,Fourth,Low income,LIC,UNICEF_SA,South Asia,numeracy,12.678890713202401,802
AFG,FALSE,2022,Primary (1-3),Fourth,Low income,LIC,UNICEF_SA,South Asia,reading,11.0075939638716,540
AFG,FALSE,2022,Primary (1-3),Fourth,Low income,LIC,UNICEF_SA,South Asia,numeracy,13.2145413037603,538
AFG,FALSE,2022,Upper Primary (4-6),Fourth,Low income,LIC,UNICEF_SA,South Asia,reading,36.532308166081,441
AFG,FALSE,2022,Upper Primary (4-6),Fourth,Low income,LIC,UNICEF_SA,South Asia,numeracy,39.0097646844553,439
AFG,FALSE,2022,Lower Secondary (7-9),Fourth,Low income,LIC,UNICEF_SA,South Asia,reading,56.3493632292394,117
AFG,FALSE,2022,Lower Secondary (7-9),Fourth,Low income,LIC,UNICEF_SA,South Asia,numeracy,55.598277137674,116
AFG,FALSE,2022,Other,Fourth,Low income,LIC,UNICEF_SA,South Asia,reading,21.0480176526574,29
AFG,FALSE,2022,Other,Fourth,Low income,LIC,UNICEF_SA,South Asia,numeracy,42.1012889070388,29
AFG,FALSE,2022,not in school current year,Richest,Low income,LIC,UNICEF_SA,South Asia,reading,25.6500775224848,458
AFG,FALSE,2022,not in school current year,Richest,Low income,LIC,UNICEF_SA,South Asia,numeracy,26.072980376645198,458
AFG,FALSE,2022,Primary (1-3),Richest,Low income,LIC,UNICEF_SA,South Asia,reading,20.795531419824602,395
AFG,FALSE,2022,Primary (1-3),Richest,Low income,LIC,UNICEF_SA,South Asia,numeracy,26.130825385334,395
AFG,FALSE,2022,Upper Primary (4-6),Richest,Low income,LIC,UNICEF_SA,South Asia,reading,52.4634136972019,363
AFG,FALSE,2022,Upper Primary (4-6),Richest,Low income,LIC,UNICEF_SA,South Asia,numeracy,57.0736817513696,362
AFG,FALSE,2022,Lower Secondary (7-9),Richest,Low income,LIC,UNICEF_SA,South Asia,reading,67.2877441104435,104
AFG,FALSE,2022,Lower Secondary (7-9),Richest,Low income,LIC,UNICEF_SA,South Asia,numeracy,63.0586349572827,104
AFG,FALSE,2022,Other,Richest,Low income,LIC,UNICEF_SA,South Asia,reading,59.649164491261395,17
AFG,FALSE,2022,Other,Richest,Low income,LIC,UNICEF_SA,South Asia,numeracy,64.5309597012879,17
AFG,FALSE,2022,not in school current year,Rural,Low income,LIC,UNICEF_SA,South Asia,reading,3.99179357369315,5616
AFG,FALSE,2022,not in school current year,Rural,Low income,LIC,UNICEF_SA,South Asia,numeracy,5.99614174415624,5612
AFG,FALSE,2022,Primary (1-3),Rural,Low income,LIC,UNICEF_SA,South Asia,reading,7.77861835735313,2056
AFG,FALSE,2022,Primary (1-3),Rural,Low income,LIC,UNICEF_SA,South Asia,numeracy,10.6092422950342,2054
AFG,FALSE,2022,Upper Primary (4-6),Rural,Low income,LIC,UNICEF_SA,South Asia,reading,28.5282792715862,1268
AFG,FALSE,2022,Upper Primary (4-6),Rural,Low income,LIC,UNICEF_SA,South Asia,numeracy,35.8088674635444,1268
AFG,FALSE,2022,Lower Secondary (7-9),Rural,Low income,LIC,UNICEF_SA,South Asia,reading,49.1733731949559,312
AFG,FALSE,2022,Lower Secondary (7-9),Rural,Low income,LIC,UNICEF_SA,South Asia,numeracy,50.9231207124892,309
AFG,FALSE,2022,Other,Rural,Low income,LIC,UNICEF_SA,South Asia,reading,20.6481303946568,116
AFG,FALSE,2022,Other,Rural,Low income,LIC,UNICEF_SA,South Asia,numeracy,27.354091542585802,116
AFG,FALSE,2022,not in school current year,Urban,Low income,LIC,UNICEF_SA,South Asia,reading,17.577434632552098,718
AFG,FALSE,2022,not in school current year,Urban,Low income,LIC,UNICEF_SA,South Asia,numeracy,19.051281846691,717
AFG,FALSE,2022,Primary (1-3),Urban,Low income,LIC,UNICEF_SA,South Asia,reading,13.8546535687468,520
AFG,FALSE,2022,Primary (1-3),Urban,Low income,LIC,UNICEF_SA,South Asia,numeracy,17.4715684649931,518
AFG,FALSE,2022,Upper Primary (4-6),Urban,Low income,LIC,UNICEF_SA,South Asia,reading,48.9876222681058,432
AFG,FALSE,2022,Upper Primary (4-6),Urban,Low income,LIC,UNICEF_SA,South Asia,numeracy,51.063161890948805,429
AFG,FALSE,2022,Lower Secondary (7-9),Urban,Low income,LIC,UNICEF_SA,South Asia,reading,64.106780898777,109
AFG,FALSE,2022,Lower Secondary (7-9),Urban,Low income,LIC,UNICEF_SA,South Asia,numeracy,67.0973625337806,109
AFG,FALSE,2022,Other,Urban,Low income,LIC,UNICEF_SA,South Asia,reading,37.0851481612318,20
AFG,FALSE,2022,Other,Urban,Low income,LIC,UNICEF_SA,South Asia,numeracy,60.348921036914206,20
AFG,FALSE,2022,not in school current year,Male,Low income,LIC,UNICEF_SA,South Asia,reading,4.49382067701395,2824
AFG,FALSE,2022,not in school current year,Male,Low income,LIC,UNICEF_SA,South Asia,numeracy,7.74369894456827,2822
AFG,FALSE,2022,Primary (1-3),Male,Low income,LIC,UNICEF_SA,South Asia,reading,8.68867155445062,1442
AFG,FALSE,2022,Primary (1-3),Male,Low income,LIC,UNICEF_SA,South Asia,numeracy,14.0490297900331,1439
AFG,FALSE,2022,Upper Primary (4-6),Male,Low income,LIC,UNICEF_SA,South Asia,reading,34.9902292357942,1072
AFG,FALSE,2022,Upper Primary (4-6),Male,Low income,LIC,UNICEF_SA,South Asia,numeracy,44.070384697787304,1071
AFG,FALSE,2022,Lower Secondary (7-9),Male,Low income,LIC,UNICEF_SA,South Asia,reading,51.4927207944248,339
AFG,FALSE,2022,Lower Secondary (7-9),Male,Low income,LIC,UNICEF_SA,South Asia,numeracy,57.8897959053179,337
AFG,FALSE,2022,Other,Male,Low income,LIC,UNICEF_SA,South Asia,reading,26.065517236476097,106
AFG,FALSE,2022,Other,Male,Low income,LIC,UNICEF_SA,South Asia,numeracy,40.9381575752262,106
AFG,FALSE,2022,not in school current year,Female,Low income,LIC,UNICEF_SA,South Asia,reading,7.394479064386831,3510
AFG,FALSE,2022,not in school current year,Female,Low income,LIC,UNICEF_SA,South Asia,numeracy,8.31203151561978,3507
AFG,FALSE,2022,Primary (1-3),Female,Low income,LIC,UNICEF_SA,South Asia,reading,10.5493298396877,1134
AFG,FALSE,2022,Primary (1-3),Female,Low income,LIC,UNICEF_SA,South Asia,numeracy,10.8446806248475,1133
AFG,FALSE,2022,Upper Primary (4-6),Female,Low income,LIC,UNICEF_SA,South Asia,reading,37.514661313819595,628
AFG,FALSE,2022,Upper Primary (4-6),Female,Low income,LIC,UNICEF_SA,South Asia,numeracy,36.5799615293113,626
AFG,FALSE,2022,Lower Secondary (7-9),Female,Low income,LIC,UNICEF_SA,South Asia,reading,69.290324709101,82
AFG,FALSE,2022,Lower Secondary (7-9),Female,Low income,LIC,UNICEF_SA,South Asia,numeracy,57.2291572598049,81
AFG,FALSE,2022,Other,Female,Low income,LIC,UNICEF_SA,South Asia,reading,17.394682148396,30
AFG,FALSE,2022,Other,Female,Low income,LIC,UNICEF_SA,South Asia,numeracy,8.684599712599251,30
AZE,FALSE,2023,not in school current year,All,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,45.157014563701395,40
AZE,FALSE,2023,not in school current year,All,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,72.5586986849445,40
AZE,FALSE,2023,Primary (1-3),All,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,55.9583911704163,859
AZE,FALSE,2023,Primary (1-3),All,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,58.323915239316804,859
AZE,FALSE,2023,Upper Primary (4-6),All,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,71.9314617578561,1045
AZE,FALSE,2023,Upper Primary (4-6),All,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,76.7170100871434,1045
AZE,FALSE,2023,Lower Secondary (7-9),All,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,73.133258152811,787
AZE,FALSE,2023,Lower Secondary (7-9),All,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,80.7815529436474,787
AZE,FALSE,2023,Other,All,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,100,1
AZE,FALSE,2023,Other,All,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,100,1
AZE,FALSE,2023,not in school current year,Poorest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,29.4076543496037,12
AZE,FALSE,2023,not in school current year,Poorest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,10.0342496689707,12
AZE,FALSE,2023,Primary (1-3),Poorest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,35.9128325115123,220
AZE,FALSE,2023,Primary (1-3),Poorest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,31.9785557698536,220
AZE,FALSE,2023,Upper Primary (4-6),Poorest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,56.553638122842095,268
AZE,FALSE,2023,Upper Primary (4-6),Poorest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,54.86210704812849,268
AZE,FALSE,2023,Lower Secondary (7-9),Poorest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,64.1041577605206,213
AZE,FALSE,2023,Lower Secondary (7-9),Poorest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,58.116834202309796,213
AZE,FALSE,2023,not in school current year,Second,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,82.732386174434,4
AZE,FALSE,2023,not in school current year,Second,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,71.8187452878152,4
AZE,FALSE,2023,Primary (1-3),Second,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,43.4558613421706,214
AZE,FALSE,2023,Primary (1-3),Second,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,53.31174272300851,214
AZE,FALSE,2023,Upper Primary (4-6),Second,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,66.4813269508367,288
AZE,FALSE,2023,Upper Primary (4-6),Second,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,65.8179880876037,288
AZE,FALSE,2023,Lower Secondary (7-9),Second,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,65.8253342199569,191
AZE,FALSE,2023,Lower Secondary (7-9),Second,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,77.68727195345329,191
AZE,FALSE,2023,not in school current year,Middle,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,11.9483677759593,10
AZE,FALSE,2023,not in school current year,Middle,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,63.5248599573351,10
AZE,FALSE,2023,Primary (1-3),Middle,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,60.0814860801088,208
AZE,FALSE,2023,Primary (1-3),Middle,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,68.3035250282112,208
AZE,FALSE,2023,Upper Primary (4-6),Middle,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,73.7826940152533,246
AZE,FALSE,2023,Upper Primary (4-6),Middle,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,80.8758381374549,246
AZE,FALSE,2023,Lower Secondary (7-9),Middle,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,69.4570642888177,176
AZE,FALSE,2023,Lower Secondary (7-9),Middle,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,87.6917318679418,176
AZE,FALSE,2023,not in school current year,Fourth,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,69.58311408983249,9
AZE,FALSE,2023,not in school current year,Fourth,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,98.01396509522759,9
AZE,FALSE,2023,Primary (1-3),Fourth,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,66.8230418123291,138
AZE,FALSE,2023,Primary (1-3),Fourth,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,70.0867983000636,138
AZE,FALSE,2023,Upper Primary (4-6),Fourth,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,72.4052759939601,136
AZE,FALSE,2023,Upper Primary (4-6),Fourth,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,85.37449811454469,136
AZE,FALSE,2023,Lower Secondary (7-9),Fourth,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,81.87441931533101,128
AZE,FALSE,2023,Lower Secondary (7-9),Fourth,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,90.0533411109746,128
AZE,FALSE,2023,not in school current year,Richest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,21.4994436354871,5
AZE,FALSE,2023,not in school current year,Richest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,74.7869470611737,5
AZE,FALSE,2023,Primary (1-3),Richest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,74.2171755667126,79
AZE,FALSE,2023,Primary (1-3),Richest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,69.1628440117952,79
AZE,FALSE,2023,Upper Primary (4-6),Richest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,87.8456314182655,107
AZE,FALSE,2023,Upper Primary (4-6),Richest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,95.8511569238373,107
AZE,FALSE,2023,Lower Secondary (7-9),Richest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,84.5227107647677,79
AZE,FALSE,2023,Lower Secondary (7-9),Richest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,89.4533905246772,79
AZE,FALSE,2023,Other,Richest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,100,1
AZE,FALSE,2023,Other,Richest,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,100,1
AZE,FALSE,2023,not in school current year,Rural,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,56.0495655273073,15
AZE,FALSE,2023,not in school current year,Rural,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,31.200771758097,15
AZE,FALSE,2023,Primary (1-3),Rural,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,42.179462345088695,489
AZE,FALSE,2023,Primary (1-3),Rural,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,45.3225311789269,489
AZE,FALSE,2023,Upper Primary (4-6),Rural,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,65.0092100865636,582
AZE,FALSE,2023,Upper Primary (4-6),Rural,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,66.0024039918,582
AZE,FALSE,2023,Lower Secondary (7-9),Rural,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,63.917502621529096,412
AZE,FALSE,2023,Lower Secondary (7-9),Rural,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,72.5674513085671,412
AZE,FALSE,2023,not in school current year,Urban,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,43.2823169756314,25
AZE,FALSE,2023,not in school current year,Urban,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,79.6767379868847,25
AZE,FALSE,2023,Primary (1-3),Urban,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,65.7433022378782,370
AZE,FALSE,2023,Primary (1-3),Urban,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,67.556663909227,370
AZE,FALSE,2023,Upper Primary (4-6),Urban,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,76.2751623384044,463
AZE,FALSE,2023,Upper Primary (4-6),Urban,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,83.4404063065702,463
AZE,FALSE,2023,Lower Secondary (7-9),Urban,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,78.4910281173312,375
AZE,FALSE,2023,Lower Secondary (7-9),Urban,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,85.5569907117787,375
AZE,FALSE,2023,Other,Urban,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,100,1
AZE,FALSE,2023,Other,Urban,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,100,1
AZE,FALSE,2023,not in school current year,Male,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,50.4435608890102,20
AZE,FALSE,2023,not in school current year,Male,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,74.4979500766612,20
AZE,FALSE,2023,Primary (1-3),Male,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,52.5090141352197,492
AZE,FALSE,2023,Primary (1-3),Male,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,60.0190467397131,492
AZE,FALSE,2023,Upper Primary (4-6),Male,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,71.8074065558599,589
AZE,FALSE,2023,Upper Primary (4-6),Male,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,76.8020210949959,589
AZE,FALSE,2023,Lower Secondary (7-9),Male,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,71.7352544065192,429
AZE,FALSE,2023,Lower Secondary (7-9),Male,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,82.2595029667889,429
AZE,FALSE,2023,not in school current year,Female,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,38.1272225157775,20
AZE,FALSE,2023,not in school current year,Female,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,69.979976552661,20
AZE,FALSE,2023,Primary (1-3),Female,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,60.21576126599621,367
AZE,FALSE,2023,Primary (1-3),Female,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,56.231710738554995,367
AZE,FALSE,2023,Upper Primary (4-6),Female,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,72.089233593978,456
AZE,FALSE,2023,Upper Primary (4-6),Female,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,76.6088941630737,456
AZE,FALSE,2023,Lower Secondary (7-9),Female,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,74.59882115186291,358
AZE,FALSE,2023,Lower Secondary (7-9),Female,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,79.2321802226446,358
AZE,FALSE,2023,Other,Female,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,100,1
AZE,FALSE,2023,Other,Female,Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,100,1
BEN,TRUE,2021,not in school current year,All,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,reading,1.95971459673513,1845
BEN,TRUE,2021,not in school current year,All,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,numeracy,3.0398059616065,1845
BEN,TRUE,2021,Primary (1-3),All,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,reading,1.52886633728857,2117
BEN,TRUE,2021,Primary (1-3),All,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,numeracy,2.1911540670242102,2117
BEN,TRUE,2021,Upper Primary (4-6),All,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,reading,18.2087748351239,2078
BEN,TRUE,2021,Upper Primary (4-6),All,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,numeracy,22.1246616648369,2078
BEN,TRUE,2021,Lower Secondary (7-9),All,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,reading,49.287272119261,936
BEN,TRUE,2021,Lower Secondary (7-9),All,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,numeracy,56.987434584491304,936
BEN,TRUE,2021,Other,All,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,reading,78.74230555606529,100
BEN,TRUE,2021,Other,All,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,numeracy,85.5125058560636,100
BEN,TRUE,2021,not in school current year,Poorest,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,reading,0.581881620685627,723
BEN,TRUE,2021,not in school current year,Poorest,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,numeracy,0.5715833654596529,723
BEN,TRUE,2021,Primary (1-3),Poorest,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,reading,1.0582803390463902,510
BEN,TRUE,2021,Primary (1-3),Poorest,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,numeracy,1.12772370704328,510
BEN,TRUE,2021,Upper Primary (4-6),Poorest,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,reading,8.95159079765724,274
BEN,TRUE,2021,Upper Primary (4-6),Poorest,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,numeracy,13.5933084543382,274
BEN,TRUE,2021,Lower Secondary (7-9),Poorest,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,reading,56.8131110935315,52
BEN,TRUE,2021,Lower Secondary (7-9),Poorest,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,numeracy,52.0222700774575,52
BEN,TRUE,2021,Other,Poorest,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,reading,100,2
BEN,TRUE,2021,Other,Poorest,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,numeracy,100,2
BEN,TRUE,2021,not in school current year,Second,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,reading,0.856226116073863,482
BEN,TRUE,2021,not in school current year,Second,Lower middle income,LMC,UNICEF_WCA,West and Central Africa,numeracy,2.0062467701559497,482
