iso3,category,subject,is_africa,year,grade_band,income_level,income_level_code,Region_Code,Region,proficiency_rate,n,grade_band_numeric,proficiency_loess_span1
AZE,Middle,numeracy,FALSE,2023,Upper Primary (4-6),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,80.8758381374549,246,2,80.8758381374549
AZE,Middle,numeracy,FALSE,2023,Lower Secondary (7-9),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,87.6917318679418,176,3,87.69173186794177
AZE,Middle,reading,FALSE,2023,Primary (1-3),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,60.0814860801088,208,1,60.0814860801088
AZE,Middle,reading,FALSE,2023,Upper Primary (4-6),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,73.7826940152533,246,2,73.7826940152533
AZE,Middle,reading,FALSE,2023,Lower Secondary (7-9),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,69.4570642888177,176,3,69.45706428881769
AZE,Fourth,numeracy,FALSE,2023,Primary (1-3),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,70.0867983000636,138,1,70.08679830006362
AZE,Fourth,numeracy,FALSE,2023,Upper Primary (4-6),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,85.37449811454469,136,2,85.37449811454469
AZE,Fourth,numeracy,FALSE,2023,Lower Secondary (7-9),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,90.0533411109746,128,3,90.05334111097463
AZE,Fourth,reading,FALSE,2023,Primary (1-3),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,66.8230418123291,138,1,66.8230418123291
AZE,Fourth,reading,FALSE,2023,Upper Primary (4-6),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,72.4052759939601,136,2,72.4052759939601
AZE,Fourth,reading,FALSE,2023,Lower Secondary (7-9),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,81.87441931533101,128,3,81.87441931533097
AZE,Richest,numeracy,FALSE,2023,Primary (1-3),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,69.1628440117952,79,1,69.1628440117952
AZE,Richest,numeracy,FALSE,2023,Upper Primary (4-6),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,95.8511569238373,107,2,95.8511569238373
AZE,Richest,numeracy,FALSE,2023,Lower Secondary (7-9),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,89.4533905246772,79,3,89.45339052467722
AZE,Richest,reading,FALSE,2023,Primary (1-3),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,74.2171755667126,79,1,74.2171755667126
AZE,Richest,reading,FALSE,2023,Upper Primary (4-6),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,87.8456314182655,107,2,87.8456314182655
AZE,Richest,reading,FALSE,2023,Lower Secondary (7-9),Upper middle income,UMC,UNICEF_EECA,Eastern Europe and Central Asia,84.5227107647677,79,3,84.5227107647677
BEN,All,numeracy,TRUE,2021,Primary (1-3),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,2.1911540670242102,2117,1,2.1911540670242102
BEN,All,numeracy,TRUE,2021,Upper Primary (4-6),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,22.1246616648369,2078,2,22.1246616648369
BEN,All,numeracy,TRUE,2021,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,56.987434584491304,936,3,56.9874345844913
BEN,All,reading,TRUE,2021,Primary (1-3),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,1.52886633728857,2117,1,1.528866337288569
BEN,All,reading,TRUE,2021,Upper Primary (4-6),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,18.2087748351239,2078,2,18.2087748351239
BEN,All,reading,TRUE,2021,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,49.287272119261,936,3,49.28727211926101
BEN,Rural,numeracy,TRUE,2021,Primary (1-3),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,2.1027620953632398,1241,1,2.1027620953632384
BEN,Rural,numeracy,TRUE,2021,Upper Primary (4-6),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,19.8728264427676,971,2,19.8728264427676
BEN,Rural,numeracy,TRUE,2021,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,56.9593478359537,340,3,56.95934783595371
BEN,Rural,reading,TRUE,2021,Primary (1-3),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,1.22359975451203,1241,1,1.22359975451203
BEN,Rural,reading,TRUE,2021,Upper Primary (4-6),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,14.4627776608335,971,2,14.4627776608335
BEN,Rural,reading,TRUE,2021,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,48.9371782616139,340,3,48.9371782616139
BEN,Poorest,numeracy,TRUE,2021,Primary (1-3),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,1.12772370704328,510,1,1.127723707043279
BEN,Poorest,numeracy,TRUE,2021,Upper Primary (4-6),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,13.5933084543382,274,2,13.5933084543382
BEN,Poorest,numeracy,TRUE,2021,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,52.0222700774575,52,3,52.0222700774575
BEN,Poorest,reading,TRUE,2021,Primary (1-3),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,1.0582803390463902,510,1,1.0582803390463904
BEN,Poorest,reading,TRUE,2021,Upper Primary (4-6),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,8.95159079765724,274,2,8.95159079765724
BEN,Poorest,reading,TRUE,2021,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,56.8131110935315,52,3,56.81311109353149
BEN,Second,numeracy,TRUE,2021,Primary (1-3),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,1.7654142394395298,485,1,1.7654142394395307
BEN,Second,numeracy,TRUE,2021,Upper Primary (4-6),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,16.5018103760141,372,2,16.5018103760141
BEN,Second,numeracy,TRUE,2021,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,52.7096608327398,105,3,52.70966083273979
BEN,Second,reading,TRUE,2021,Primary (1-3),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,0.5475299634471871,485,1,0.5475299634471869
BEN,Second,reading,TRUE,2021,Upper Primary (4-6),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,14.592511419226001,372,2,14.592511419226001
BEN,Second,reading,TRUE,2021,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,51.1163612005376,105,3,51.11636120053758
BEN,Middle,numeracy,TRUE,2021,Primary (1-3),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,2.43675029260505,455,1,2.4367502926050477
BEN,Middle,numeracy,TRUE,2021,Upper Primary (4-6),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,16.4834313453858,419,2,16.4834313453858
BEN,Middle,numeracy,TRUE,2021,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,59.1519911062351,174,3,59.151991106235094
BEN,Middle,reading,TRUE,2021,Primary (1-3),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,0.988944405824316,455,1,0.9889444058243155
BEN,Middle,reading,TRUE,2021,Upper Primary (4-6),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,15.082666992144,419,2,15.082666992144
BEN,Middle,reading,TRUE,2021,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,49.6324112270209,174,3,49.632411227020896
BEN,Fourth,numeracy,TRUE,2021,Primary (1-3),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,2.16286727143213,408,1,2.162867271432128
BEN,Fourth,numeracy,TRUE,2021,Upper Primary (4-6),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,20.4714385903568,511,2,20.4714385903568
BEN,Fourth,numeracy,TRUE,2021,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,55.490384601918194,260,3,55.490384601918194
BEN,Fourth,reading,TRUE,2021,Primary (1-3),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,1.8882487318090497,408,1,1.8882487318090495
BEN,Fourth,reading,TRUE,2021,Upper Primary (4-6),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,16.5756023282245,511,2,16.5756023282245
BEN,Fourth,reading,TRUE,2021,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,42.5433587944582,260,3,42.5433587944582
BEN,Richest,numeracy,TRUE,2021,Primary (1-3),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,4.48312827112376,259,1,4.483128271123755
BEN,Richest,numeracy,TRUE,2021,Upper Primary (4-6),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,37.4382471830137,502,2,37.4382471830137
BEN,Richest,numeracy,TRUE,2021,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,58.7698099064356,345,3,58.769809906435604
BEN,Richest,reading,TRUE,2021,Primary (1-3),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,4.54508633788934,259,1,4.5450863378893365
BEN,Richest,reading,TRUE,2021,Upper Primary (4-6),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,30.211544670309,502,2,30.211544670309
BEN,Richest,reading,TRUE,2021,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_WCA,West and Central Africa,52.5416108590954,345,3,52.541610859095385
BGD,All,numeracy,FALSE,2019,Primary (1-3),Lower middle income,LMC,UNICEF_SA,South Asia,10.8541172639175,7373,1,10.854117263917496
BGD,All,numeracy,FALSE,2019,Upper Primary (4-6),Lower middle income,LMC,UNICEF_SA,South Asia,32.2208843415491,7759,2,32.2208843415491
BGD,All,numeracy,FALSE,2019,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_SA,South Asia,51.9857244736555,4983,3,51.98572447365548
BGD,All,reading,FALSE,2019,Primary (1-3),Lower middle income,LMC,UNICEF_SA,South Asia,21.3261286707671,7344,1,21.326128670767098
BGD,All,reading,FALSE,2019,Upper Primary (4-6),Lower middle income,LMC,UNICEF_SA,South Asia,60.486281915749394,7729,2,60.486281915749394
BGD,All,reading,FALSE,2019,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_SA,South Asia,83.7242855089486,4970,3,83.72428550894855
BGD,Female,numeracy,FALSE,2019,Primary (1-3),Lower middle income,LMC,UNICEF_SA,South Asia,10.875740128363,3630,1,10.875740128363008
BGD,Female,numeracy,FALSE,2019,Upper Primary (4-6),Lower middle income,LMC,UNICEF_SA,South Asia,31.5399308876122,3980,2,31.5399308876122
BGD,Female,numeracy,FALSE,2019,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_SA,South Asia,51.0303982929967,2824,3,51.03039829299669
BGD,Female,reading,FALSE,2019,Primary (1-3),Lower middle income,LMC,UNICEF_SA,South Asia,23.1296160292315,3611,1,23.129616029231492
BGD,Female,reading,FALSE,2019,Upper Primary (4-6),Lower middle income,LMC,UNICEF_SA,South Asia,61.5728550304657,3965,2,61.5728550304657
BGD,Female,reading,FALSE,2019,Lower Secondary (7-9),Lower middle income,LMC,UNICEF_SA,South Asia,83.56693425575959,2817,3,83.56693425575956
BGD,Male,numeracy,FALSE,2019,Primary (1-3),Lower middle income,LMC,UNICEF_SA,South Asia,10.8334256187797,3743,1,10.833425618779705
BGD,Male,numeracy,FALSE,2019,Upper Primary (4-6),Lower middle income,LMC,UNICEF_SA,South Asia,32.9898541705383,3779,2,32.9898541705383
